disasterNumber,declarationDate,disasterType,incidentType,title,region,state,hmgpCloseoutStatus,hmgpReconciliationDate,hmgpPopEndDate,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedRecipientAdmin,obligatedSubrecipientAdmin,obligatedRecipientMgmtAmt,pendingProjectsQuantity,formattedDate,formattedyear
4357,2018-03-02 00:00:00+00:00,DR,Hurricane,TROPICAL STORM GITA,9,American Samoa,Open,,,4070334.78,179830.8,250290.0,3165018.98,0.0,0.0,452880.0,0.0,March 2018,2018
5389,2021-06-06 00:00:00+00:00,FM,Fire,TELEGRAPH FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2021,2021
1843,2009-06-11 00:00:00+00:00,DR,Flood,FLOODING AND ICE JAMS,10,Alaska,Closed,2016-09-28T00:00:00.000Z,,3479110.0,0.0,166900.0,3126359.0,0.0,0.0,185851.0,0.0,June 2009,2009
4667,2022-08-26 00:00:00+00:00,DR,Flood,FLOODING,10,Alaska,Open,,,74201.67,0.0,0.0,42000.0,0.0,0.0,29401.67,1.0,August 2022,2022
4840,2024-10-25 00:00:00+00:00,DR,Flood,FLOODING,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2024,2024
1992,2011-06-10 00:00:00+00:00,DR,Flood,ICE JAM AND FLOODING,10,Alaska,Closed,2019-05-15T00:00:00.000Z,,306106.24,0.0,0.0,290882.24,0.0,0.0,15224.0,0.0,June 2011,2011
4122,2013-06-25 00:00:00+00:00,DR,Flood,FLOODING,10,Alaska,Closed,2019-08-28T00:00:00.000Z,,4080910.0,0.0,0.0,3890685.0,0.0,0.0,190225.0,0.0,June 2013,2013
5084,2015-06-15 00:00:00+00:00,FM,Fire,SOCKEYE FIRE,10,Alaska,Closed,2018-01-31T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,June 2015,2015
5085,2015-06-16 00:00:00+00:00,FM,Fire,CARD STREET FIRE,10,Alaska,Closed,2018-02-12T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,June 2015,2015
5287,2019-08-20 00:00:00+00:00,FM,Fire,MCKINLEY FIRE,10,Alaska,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2019,2019
5290,2019-08-22 00:00:00+00:00,FM,Fire,DESHKA LANDING FIRE,10,Alaska,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2019,2019
4082,2012-09-21 00:00:00+00:00,DR,Hurricane,HURRICANE ISAAC,4,Alabama,Closed,2022-09-23T00:00:00.000Z,,960197.0,34395.0,0.0,879572.0,0.0,0.0,46230.0,0.0,September 2012,2012
1866,2009-12-22 00:00:00+00:00,DR,Hurricane,TROPICAL STORM IDA,4,Alabama,Closed,2019-07-03T00:00:00.000Z,2015-05-25T00:00:00.000Z,1485616.0,135550.0,47090.0,1233716.0,0.0,0.0,69260.0,0.0,December 2009,2009
4404,2018-10-26 00:00:00+00:00,DR,Typhoon,SUPER TYPHOON YUTU,9,Northern Mariana Islands,Open,,,15796752.4,350949.0,0.0,11674250.3,0.0,0.0,3557803.0,3.0,October 2018,2018
5480,2023-08-19 00:00:00+00:00,FM,Fire,RIVER ROAD EAST FIRE,8,Montana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,August 2023,2023
4433,2019-05-07 00:00:00+00:00,DR,Typhoon,TYPHOON WUTIP,9,Guam,Open,,,146376.8,0.0,0.0,113108.12,0.0,0.0,27625.0,0.0,May 2019,2019
5205,2017-09-05 00:00:00+00:00,FM,Fire,PIER FIRE,9,California,Open,,,445645.75,0.0,0.0,425007.75,0.0,0.0,20638.0,0.0,September 2017,2017
1666,2006-10-27 00:00:00+00:00,DR,Fire,FIRE,10,Alaska,Closed,2011-08-09T00:00:00.000Z,,339901.0,0.0,0.0,311690.0,1363.0,9433.0,17415.0,0.0,October 2006,2006
5334,2020-08-19 00:00:00+00:00,FM,Fire,GRIZZLY CREEK FIRE ,8,Colorado,Open,,,700108.22,0.0,113247.22,517050.0,0.0,0.0,69811.0,0.0,August 2020,2020
4391,2018-09-05 00:00:00+00:00,DR,Flood,FLOODING,10,Alaska,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,September 2018,2018
1657,2006-08-04 00:00:00+00:00,DR,Flood,SNOW MELT AND ICE JAM FLOODING,10,Alaska,Closed,2011-06-30T00:00:00.000Z,,73741.0,0.0,11250.0,47939.0,2005.0,2368.0,10179.0,0.0,August 2006,2006
5340,2020-08-26 00:00:00+00:00,FM,Fire,GRIFFIN FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5522,2024-07-27 00:00:00+00:00,FM,Fire,BOREL FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
5435,2022-04-19 00:00:00+00:00,FM,Fire,CROOKS FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,April 2022,2022
5441,2022-06-12 00:00:00+00:00,FM,Fire,PIPELINE FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2022,2022
5186,2017-06-25 00:00:00+00:00,FM,Fire,GOODWIN FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2017,2017
5188,2017-07-08 00:00:00+00:00,FM,Fire,ROACH FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2017,2017
4655,2022-06-16 00:00:00+00:00,DR,Flood,SEVERE STORM AND FLOODING ,8,Montana,Open,,,1851831.0,0.0,0.0,1362084.0,0.0,0.0,442921.0,25.0,June 2022,2022
4161,2014-01-16 00:00:00+00:00,DR,Flood,FLOODING,10,Alaska,Closed,2018-07-18T00:00:00.000Z,,251861.0,0.0,5580.0,234026.0,0.0,0.0,12255.0,0.0,January 2014,2014
5424,2022-03-04 00:00:00+00:00,FM,Fire,1707 ADKINS AVE FIRE,4,Florida,Closed,2022-11-30T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,March 2022,2022
4277,2016-08-14 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,6,Louisiana,Open,,,138047791.05,11019953.36,15833750.0,98383669.69,0.0,0.0,12810418.0,37.0,August 2016,2016
5447,2022-08-04 00:00:00+00:00,FM,Fire,LIND FIRE,10,Washington,Open,,,271152.05,0.0,0.0,0.0,0.0,0.0,271152.05,2.0,August 2022,2022
1789,2008-09-10 00:00:00+00:00,DR,Hurricane,HURRICANE GUSTAV,4,Alabama,Closed,2019-07-03T00:00:00.000Z,2014-02-01T00:00:00.000Z,1264949.02,0.0,152277.0,1078679.0,0.0,0.0,33993.02,0.0,September 2008,2008
1593,2005-07-10 00:00:00+00:00,DR,Hurricane,HURRICANE DENNIS,4,Alabama,Closed,2010-01-15T00:00:00.000Z,,992916.0,0.0,0.0,947276.0,20449.0,25191.0,0.0,0.0,July 2005,2005
1549,2004-09-15 00:00:00+00:00,DR,Hurricane,HURRICANE IVAN,4,Alabama,Closed,2014-02-06T00:00:00.000Z,,37574846.0,3734623.0,632555.0,30390629.0,194440.0,841468.0,1781131.0,0.0,September 2004,2004
4475,2020-01-21 00:00:00+00:00,DR,Flood,FLOODING,8,North Dakota,Open,,,2515677.0,98524.44,139560.86,2013160.26,0.0,0.0,264431.44,0.0,January 2020,2020
5459,2023-03-31 00:00:00+00:00,FM,Fire,"HEFNER FIRE, OKLAHOMA FMAG",6,Oklahoma,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,March 2023,2023
1793,2008-09-18 00:00:00+00:00,DR,Hurricane,SEVERE STORMS AND FLOODING ASSOCIATED WITH HURRICANE GUSTAV,6,Arkansas,Closed,2014-11-17T00:00:00.000Z,,608954.0,0.0,0.0,605482.0,0.0,0.0,3472.0,0.0,September 2008,2008
5460,2023-03-31 00:00:00+00:00,FM,Fire,"GAP ROAD FIRE, OKLAHOMA FMAG",6,Oklahoma,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,March 2023,2023
1582,2005-02-18 00:00:00+00:00,DR,Typhoon,"TC OLAF, INCLUD. HIGH WINDS AND SURF AND HEAVY RAINFALL",9,American Samoa,Closed,2015-09-03T00:00:00.000Z,,462000.0,0.0,34748.0,365782.0,0.0,0.0,61470.0,0.0,February 2005,2005
5542,2024-10-24 00:00:00+00:00,FM,Fire,HAWTHORNE FIRE ,1,Connecticut,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2024,2024
5168,2017-02-12 00:00:00+00:00,FM,Fire,OKC FIRE COMPLEX,6,Oklahoma,Open,,,2520660.01,88066.35,139500.0,2181036.66,0.0,0.0,112057.0,0.0,February 2017,2017
5426,2022-03-06 00:00:00+00:00,FM,Fire,CHIPOLA FIRE COMPLEX,4,Florida,Open,,,237634.4,0.0,0.0,222782.25,0.0,0.0,0.0,1.0,March 2022,2022
4797,2024-06-28 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,5,Minnesota,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,June 2024,2024
4604,2021-05-13 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",9,Hawaii,Open,,,914283.0,0.0,0.0,782100.0,0.0,0.0,107183.0,0.0,May 2021,2021
4158,2013-12-13 00:00:00+00:00,DR,Fire,RIM FIRE,9,California,Closed,2021-11-03T00:00:00.000Z,,4992692.68,0.0,189997.0,4529492.0,0.0,0.0,273203.68,0.0,December 2013,2013
4206,2015-01-27 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, AND MUDSLIDES",9,California,Closed,2022-12-09T00:00:00.000Z,,143035.25,0.0,11073.0,125121.25,0.0,0.0,6841.0,0.0,January 2015,2015
5325,2020-08-02 00:00:00+00:00,FM,Fire,APPLE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5329,2020-08-17 00:00:00+00:00,FM,Fire,RIVER FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5331,2020-08-18 00:00:00+00:00,FM,Fire,LNU LIGHTNING FIRE COMPLEX,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5332,2020-08-18 00:00:00+00:00,FM,Fire,JONES FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5333,2020-08-19 00:00:00+00:00,FM,Fire,CARMEL FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5336,2020-08-20 00:00:00+00:00,FM,Fire,CZU LIGHTNING FIRE COMPLEX,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
1952,2011-01-26 00:00:00+00:00,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND DEBRIS AND MUD FLOWS",9,California,Closed,2022-12-09T00:00:00.000Z,,10122435.51,390951.0,763533.0,8429348.91,0.0,0.0,538602.6,0.0,January 2011,2011
5339,2020-08-22 00:00:00+00:00,FM,Fire,SHEEP FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5338,2020-08-21 00:00:00+00:00,FM,Fire,SCU LIGTNING COMPLEX FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2020,2020
5350,2020-09-06 00:00:00+00:00,FM,Fire,EL DORADO FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5348,2020-09-06 00:00:00+00:00,FM,Fire,CREEK FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
4396,2018-09-29 00:00:00+00:00,DR,Typhoon,TYPHOON MANGKHUT,9,Northern Mariana Islands,Open,,,361481.1,0.0,0.0,344267.71,0.0,0.0,0.0,0.0,September 2018,2018
5361,2020-09-09 00:00:00+00:00,FM,Fire,SLATER FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5363,2020-09-09 00:00:00+00:00,FM,Fire,BEAR FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5373,2020-09-13 00:00:00+00:00,FM,Fire,SQF FIRE COMPLEX,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5374,2020-09-13 00:00:00+00:00,FM,Fire,BOBCAT FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5376,2020-09-27 00:00:00+00:00,FM,Fire,GLASS FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
5377,2020-09-28 00:00:00+00:00,FM,Fire,ZOGG FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
4203,2014-11-05 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,9,Arizona,Closed,2023-02-09T00:00:00.000Z,,42501.12,30317.67,0.0,0.0,0.0,0.0,12183.45,0.0,November 2014,2014
5381,2020-10-26 00:00:00+00:00,FM,Fire,BLUE RIDGE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2020,2020
5383,2020-12-03 00:00:00+00:00,FM,Fire,BOND FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,December 2020,2020
5417,2021-09-23 00:00:00+00:00,FM,Fire,FAWN FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2021,2021
4142,2013-08-29 00:00:00+00:00,DR,Fire,WILDFIRE,9,California,Closed,2021-03-16T00:00:00.000Z,,66607.48,0.0,0.0,63404.94,0.0,0.0,3202.54,0.0,August 2013,2013
5439,2022-05-12 00:00:00+00:00,FM,Fire,COASTAL FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2022,2022
5445,2022-07-23 00:00:00+00:00,FM,Fire,OAK FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2022,2022
5296,2019-10-24 00:00:00+00:00,FM,Fire,TICK FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2019,2019
5297,2019-10-28 00:00:00+00:00,FM,Fire,GETTY FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2019,2019
4442,2019-06-12 00:00:00+00:00,DR,Flood,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",5,Minnesota,Open,,,8578095.45,505090.62,40866.75,7587703.26,0.0,0.0,437894.28,0.0,June 2019,2019
5418,2021-10-04 00:00:00+00:00,FM,Fire,AUBURN FIRE,8,South Dakota,Open,,,549267.11,48848.4,66375.47,298407.17,0.0,0.0,135636.07,3.0,October 2021,2021
4399,2018-10-11 00:00:00+00:00,DR,Hurricane,HURRICANE MICHAEL,4,Florida,Open,,,124666729.02,0.0,0.0,103641944.51,0.0,0.0,16730923.14,0.0,October 2018,2018
5233,2018-04-13 00:00:00+00:00,FM,Fire,HARBOR BAY FIRE,6,Texas,Open,,,1319369.16,70609.88,159932.82,967870.46,0.0,0.0,120956.0,5.0,April 2018,2018
5298,2019-10-30 00:00:00+00:00,FM,Fire,EASY FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2019,2019
5300,2019-10-31 00:00:00+00:00,FM,Fire,46 FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2019,2019
5301,2019-10-31 00:00:00+00:00,FM,Fire,HILLSIDE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2019,2019
5302,2019-11-01 00:00:00+00:00,FM,Fire,MARIA FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,November 2019,2019
5299,2019-10-30 00:00:00+00:00,FM,Fire,HILL FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2019,2019
5303,2019-11-26 00:00:00+00:00,FM,Fire,CAVE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,November 2019,2019
5192,2017-07-17 00:00:00+00:00,FM,Fire,DETWILER FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2017,2017
1603,2005-08-29 00:00:00+00:00,DR,Hurricane,HURRICANE KATRINA,6,Louisiana,Open,,,1677321616.37,119106933.06,14519998.0,1411480008.97,7810493.67,9791793.58,114612389.09,0.0,August 2005,2005
1810,2008-11-18 00:00:00+00:00,DR,Fire,WILDFIRES,9,California,Closed,2019-02-19T00:00:00.000Z,,8166071.75,376121.0,576694.0,6749880.75,0.0,0.0,463376.0,0.0,November 2008,2008
5523,2024-07-30 00:00:00+00:00,FM,Fire,PLEASANT VALLEY FIRE,8,Wyoming,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
5280,2018-11-09 00:00:00+00:00,FM,Fire,WOOLSEY FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,November 2018,2018
5279,2018-11-08 00:00:00+00:00,FM,Fire,HILL FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,November 2018,2018
5423,2021-12-30 00:00:00+00:00,FM,Fire,MARSHALL FIRE,8,Colorado,Open,,,187359.83,50325.0,0.0,0.0,0.0,0.0,137034.83,1.0,December 2021,2021
4133,2013-07-26 00:00:00+00:00,DR,Fire,ROYAL GORGE FIRE,8,Colorado,Closed,2018-09-26T00:00:00.000Z,,21114.86,0.0,0.0,21114.86,0.0,0.0,0.0,0.0,July 2013,2013
4134,2013-07-26 00:00:00+00:00,DR,Fire,BLACK FOREST WILDFIRE,8,Colorado,Closed,2018-10-10T00:00:00.000Z,,816544.57,54736.0,0.0,708509.57,0.0,0.0,53299.0,0.0,July 2013,2013
4145,2013-09-14 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",8,Colorado,Closed,2021-06-09T00:00:00.000Z,,57121301.29,2256852.32,2064083.75,49658530.22,0.0,0.0,3141835.0,0.0,September 2013,2013
5505,2024-07-09 00:00:00+00:00,FM,Fire,SHAKE FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
5451,2022-09-06 00:00:00+00:00,FM,Fire,FAIRVIEW FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2022,2022
5450,2022-09-02 00:00:00+00:00,FM,Fire,MILL FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2022,2022
5453,2022-09-09 00:00:00+00:00,FM,Fire,MOSQUITO FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2022,2022
5089,2015-07-17 00:00:00+00:00,FM,Fire,NORTH FIRE,9,California,Closed,2020-11-04T00:00:00.000Z,,105977.93,0.0,0.0,84385.93,0.0,0.0,21592.0,0.0,July 2015,2015
5091,2015-07-23 00:00:00+00:00,FM,Fire,WRAGG FIRE,9,California,Closed,2022-12-09T00:00:00.000Z,,312579.84,0.0,0.0,291155.58,0.0,0.0,21424.26,0.0,July 2015,2015
5093,2015-08-02 00:00:00+00:00,FM,Fire,ROCKY FIRE,9,California,Closed,2022-12-09T00:00:00.000Z,,393133.31,0.0,0.0,372346.65,0.0,0.0,20786.66,0.0,August 2015,2015
5111,2015-09-10 00:00:00+00:00,FM,Fire,BUTTE FIRE,9,California,Closed,2019-12-04T00:00:00.000Z,,21592.0,0.0,0.0,0.0,0.0,0.0,21592.0,0.0,September 2015,2015
5112,2015-09-13 00:00:00+00:00,FM,Fire,VALLEY FIRE,9,California,Closed,2022-12-09T00:00:00.000Z,,335650.35,0.0,0.0,314075.55,0.0,0.0,21574.8,0.0,September 2015,2015
4274,2016-07-15 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,6,Oklahoma,Closed,2023-05-30T00:00:00.000Z,,680649.32,34194.0,35456.76,572794.99,0.0,0.0,38203.57,0.0,July 2016,2016
5349,2020-09-06 00:00:00+00:00,FM,Fire,CAMERON PEAK FIRE,8,Colorado,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2020,2020
4465,2019-10-04 00:00:00+00:00,DR,Hurricane,HURRICANE DORIAN,4,North Carolina,Open,,,12579170.25,586379.25,0.0,10524898.16,0.0,0.0,1321764.04,0.0,October 2019,2019
5379,2020-10-17 00:00:00+00:00,FM,Fire,CALWOOD FIRE,8,Colorado,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2020,2020
4067,2012-06-28 00:00:00+00:00,DR,Fire,HIGH PARK AND WALDO CANYON WILDFIRES,8,Colorado,Closed,2018-09-28T00:00:00.000Z,,475368.08,0.0,0.0,470079.0,0.0,0.0,5289.08,0.0,June 2012,2012
4395,2018-09-27 00:00:00+00:00,DR,Hurricane,HURRICANE LANE,9,Hawaii,Open,,,3679574.0,0.0,202144.0,3020370.0,0.0,0.0,416778.0,0.0,September 2018,2018
4229,2015-07-16 00:00:00+00:00,DR,Flood,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",8,Colorado,Closed,2019-12-31T00:00:00.000Z,,2102440.94,0.0,192342.64,1813878.04,0.0,0.0,96220.26,0.0,July 2015,2015
4085,2012-10-30 00:00:00+00:00,DR,Hurricane,HURRICANE SANDY,2,New York,Open,,,1397377521.78,137955848.99,2509367.69,1211190164.34,0.0,0.0,45722140.76,20.0,October 2012,2012
4096,2012-12-05 00:00:00+00:00,DR,Hurricane,HURRICANE SANDY,3,District of Columbia,Closed,2018-07-11T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,December 2012,2012
5157,2016-10-17 00:00:00+00:00,FM,Fire,JUNKINS FIRE,8,Colorado,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2016,2016
4036,2011-09-28 00:00:00+00:00,DR,Hurricane,HURRICANE IRENE,3,District of Columbia,Closed,2019-10-10T00:00:00.000Z,2018-06-30T00:00:00.000Z,98442.04,21778.0,0.0,55378.45,0.0,0.0,21285.59,0.0,September 2011,2011
4090,2012-11-16 00:00:00+00:00,DR,Hurricane,HURRICANE SANDY,3,Delaware,Closed,2020-07-09T00:00:00.000Z,,291325.36,41207.0,68487.0,175513.36,0.0,0.0,6118.0,0.0,November 2012,2012
5378,2020-10-17 00:00:00+00:00,FM,Fire,EAST TROUBLESOME FIRE,8,Colorado,Open,,,1756210.86,77877.95,106240.13,1370649.0,0.0,0.0,201443.78,0.0,October 2020,2020
4224,2015-06-05 00:00:00+00:00,DR,Typhoon,TYPHOON DOLPHIN,9,Guam,Closed,2022-12-13T00:00:00.000Z,,140725.08,26390.26,0.0,90168.0,0.0,0.0,24166.82,0.0,June 2015,2015
5496,2024-06-12 00:00:00+00:00,FM,Fire,ROSE FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2024,2024
5495,2024-06-12 00:00:00+00:00,FM,Fire,SULLIVAN FIRE,9,Nevada,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2024,2024
1814,2009-01-05 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,9,Hawaii,Closed,2015-07-07T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January 2009,2009
5183,2017-06-11 00:00:00+00:00,FM,Fire,LIZARD FIRE,9,Arizona,Open,,,399325.74,76950.42,0.0,322375.32,0.0,0.0,0.0,0.0,June 2017,2017
5387,2021-05-27 00:00:00+00:00,FM,Fire,SPUR FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2021,2021
5347,2020-09-05 00:00:00+00:00,FM,Fire,316 FIRE,8,Wyoming,Open,,,1022563.61,24843.75,0.0,919677.97,0.0,0.0,78041.89,0.0,September 2020,2020
5236,2018-04-29 00:00:00+00:00,FM,Fire,TINDER FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,April 2018,2018
5238,2018-05-11 00:00:00+00:00,FM,Fire,89 EAST FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2018,2018
4389,2018-08-31 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",9,Arizona,Closed,2023-03-10T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
5311,2020-05-30 00:00:00+00:00,FM,Fire,OCOTILLO FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2020,2020
5312,2020-06-11 00:00:00+00:00,FM,Fire,BIG HORN FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2020,2020
4365,2018-05-08 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",9,Hawaii,Open,,,3211553.96,207500.25,219157.54,2287788.17,0.0,0.0,405038.0,0.0,May 2018,2018
5314,2020-06-23 00:00:00+00:00,FM,Fire,AQUILA FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2020,2020
5315,2020-06-27 00:00:00+00:00,FM,Fire,AVONDALE FIRE,9,Arizona,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2020,2020
4373,2018-06-25 00:00:00+00:00,DR,Fire,WILDFIRES,6,Oklahoma,Open,,,704662.03,25334.25,20812.5,553965.4,0.0,0.0,97760.48,0.0,June 2018,2018
5504,2024-07-07 00:00:00+00:00,FM,Fire,SILVER KING FIRE,8,Utah,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
5218,2017-10-09 00:00:00+00:00,FM,Fire,LA PORTE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2017,2017
4037,2011-09-30 00:00:00+00:00,DR,Hurricane,HURRICANE IRENE,3,Delaware,Closed,2016-07-19T00:00:00.000Z,,237236.0,16475.0,23700.0,197061.0,0.0,0.0,0.0,0.0,September 2011,2011
5393,2021-06-29 00:00:00+00:00,FM,Fire,LAVA FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2021,2021
5400,2021-07-20 00:00:00+00:00,FM,Fire,DIXIE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2021,2021
5405,2021-08-05 00:00:00+00:00,FM,Fire,RIVER FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2021,2021
5413,2021-08-17 00:00:00+00:00,FM,Fire,CALDOR FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2021,2021
5412,2021-08-17 00:00:00+00:00,FM,Fire,MONUMENT FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2021,2021
1511,2004-04-10 00:00:00+00:00,DR,Typhoon,TYPHOON SUDAL,9,Federated States of Micronesia,Closed,2015-08-18T00:00:00.000Z,,262977.0,0.0,0.0,248724.0,6137.0,8116.0,0.0,0.0,April 2004,2004
